Index,Sentence
1275,I never finish reading all the chapters of `` JOJO ' S BIZARRE ADVENTURE `` . I always read it when I go to an internet cafe .
1276,It was so fun that I forgot the time when I had to return home .
1277,I have to do the laundry and take a bath .
1278,"I speak , of course , of free men who have a choice , not condemned criminals whose sphere of activities is strictly limited ."
1279,"For example , listening to music , watching movies , going shopping . . ."
1280,"Because , when I do my favorite things , I can be more relaxed ."
1281,"Also , I consult my family or friends ."
1282,"This way , I will feel better ."
1283,We will go to the children ' shospital this morning .
1284,Riku also pees and poos a lot !
1285,My wife is drinkinglots ofDandelion coffee
1286,The humid weather caused some mold in our house .
1287,It looks better now and he is really satisfied with it .
1288,"If it comes to be food , what word can I use ?"
1289,"This year ,"
1290,"the new MacBook has been released , and the iPhone and iPad as well !"
1291,"I have all of it , fortunately . ^ _ ^"
1292,I debuted as Mac user in 2010 .
1293,Macs are much more fun than Windows for me .
1294,Spring has come
1295,My name is Natalie and I 'm from Kiev .
1296,A lot of people have smiles on their faces .
1297,Ladies have just begun to wear light coats and high heel boots .
1298,There was something beautiful and alluring in the pale and ( slightly ) grey faces of the strangers .
1299,The time when you promise yourself to start a new life .
1300,"Sorry , today ` s journal is so / very simple ."
1301,I will go to bed at once .
1302,He just / only complimented me on my voice .
1303,I used to write Chinese diaries but later I changed to writing in English and now I give up both of them because I want to you to help me with my English writing and also give myself the chance to practice my English typing speed .
1304,I am not good at it so I become tried quickly .
1305,This morning I did n't have classes so as usual I stayed in the self - study room and did some studying .
1306,It is very interesting and I have almost finished it so I am eager to do it as soon as possible .
1307,I usually run ten laps ; each lap is four hundred meters long .
1308,"If there is anything fun or special , I will definitely let you know because you are my sincere listeners ."
1309,I have recentlyfilled in the application form and curriculum vitae because they arenecessaryfor job hunting .
1310,Use of aPC is not allowed .
1311,"Secondly , It itcannot be erased , even if I make a mistake in writing ."
1312,"So if I make a mistake , I must write again from scratch on a new piece ofpaper ."
1313,I got the result of my TOEIC test today .
1314,I scored 820 .
1315,It 's the best score I 've ever received .
1316,But I do n't think that the score reflects my current English skill .
1317,Anyway my Lang - 8 friends helped me brush up my English !
1318,I went shopping and bought a book .
1319,I also ate ice cream .
1320,There were sliced apples and walnuts in it .
1321,"Lots of articles written , If a man wants to ask you out , you should say NO at least twice , then say YES ."
1322,"Especially for me , if you do n't say anything"
1323,"So , please , just ask anyway ."
1324,The coach 's advice were to watch a ball carefully and hit the ball on center of racket .
1325,He adviced again that it was good to practice swings a few minutes every day .
1326,He also advised me that it was good to practice tossing the ball on the racket .
1327,He belonged to a table tennis club and he went there two times a week .
1328,He said that tennis and table tennis are the same .
1329,He recommended me to start with table tennis .
1330,"You know , it is very difficult for Japanese to pronounce `` R `` and `` L `` correctly ."
1331,I know how to pronounce R and L
1332,"But , when it comes to `` plate `` , I pronounce it `` prate `` ."
1333,"But , when I pronounce it very quickly , I pronounce it `` prate `` ."
1334,Today I have to give a presentation to incoming freshmen on my graduate school experience .
1335,I am not nervous but I want to finish early because I have lots of work afterwards .
1336,Regardless I want to do my best .
1337,Are the Japanese liars ? ( in English )
1338,"For example , saying `` See you soon `` despite not seeing afterwards , saying `` You speak Japanese very well ! `` when hearing only a few words . . ."
1339,For we Japanese these are the unintentional expression or just the normal speaking that we want to communicate with other person naturally though it seems to be a lie at the other point of view .
1340,I laughed at the MELONPAN which has no Melon ( ~ _ ~ ; )
1341,( In Japan there 's a bread called MELONPAN ( melon - bread ) but there is no melon in it )
1342,"Everyone , do you think Japanese is liar according to the above cases ?"
1343,Why do I like sweets so much ?
1344,I ate tiramisu and a piece of cheese cake today ! !
1345,I like sweets better than dieting .
1346,Yesterday night I attended a teacher - parent conference . At the conference most of the parents were talking about their
1347,"children 's academic performance . They think that if their children have low grades , they will lose face ."
1348,"They only care about test scores , not the learning process ."
1349,"In my opinion , test scores are just an indication of children 's previous learning ."
1350,Parents should care more about the children 's learning process and learning methods and help them overcome difficulties in their learning .
